0,1,10,0,0,0,,2
3,4,31,0,0,0,,2
5,6,34,0,0,0,,2
7,8,30,0,0,0,,2
8,7,36,0,0,0,,2
9,1,40,0,0,0,,2
10,11,59,0,0,0,,2
12,11,59,0,0,0,,2
11,13,59,0,0,0,,2
14,15,64,0,0,0,,2
16,6,72,0,0,0,,2
17,18,75,0,0,0,,2
19,20,80,0,0,0,,2
21,22,85,0,0,0,,2
23,22,85,0,0,0,,2
22,24,85,0,0,0,,2
25,6,85,0,0,0,,2
26,20,90,0,0,0,,2
24,20,90,0,0,0,,2
27,20,90,0,0,0,,2
20,1,90,0,0,0,,2
28,29,95,1,0,0,,2
29,1,100,0,0,0,,2
13,1,195,0,0,0,,2
30,1,195,2,0,0,,2
1,1,200,3,0,0,,2
31,32,504,0,0,0,,2
33,4,720,0,0,0,,2
4,34,735,0,0,0,,2
35,36,835,0,0,0,,2
37,38,870,4,0,0,,2
39,40,960,0,0,0,,2
40,41,960,0,0,0,,2
42,43,1040,5,0,0,,2
41,44,1049,6,0,0,,2
45,46,1200,0,0,0,,2
38,34,1233,0,0,0,,2
47,34,1245,6,0,0,,2
48,46,1250,0,0,0,,2
49,46,1250,0,0,0,,2
50,51,1260,0,0,0,,2
46,34,1274,0,0,0,,2
34,51,1274,0,0,0,,2
51,34,1274,0,0,0,,2
32,52,1430,0,0,0,,2
53,54,1435,0,0,0,,2
55,56,1435,0,0,0,,2
57,15,1440,0,0,0,,2
58,43,1440,0,0,0,,2
52,15,1440,0,0,0,,2
54,6,1440,0,0,0,,2
59,43,1440,0,0,0,,2
6,60,1440,0,0,0,,2
15,61,1444,0,0,0,,2
61,43,1445,0,0,0,,2
62,63,,7,0,0,,2
64,63,,7,0,0,,2
18,65,2430,0,0,0,,2
44,66,2595,0,0,0,,2
67,68,2655,8,0,0,,2
68,43,2760,0,0,0,,2
69,36,3610,0,0,0,,2
65,63,3960,9,0,0,,2
70,71,4030,10,0,0,,2
71,70,4030,10,0,0,,2
72,2,4140,11,0,0,,2
66,43,5345,0,0,0,,2
43,36,5346,0,0,0,,2
36,2,6845,0,0,0,,2
,,,,,,,
73,36,1,0,0,1,,15
66,15,15,0,0,1,,15
38,16,60,0,0,1,,15
74,33,675,0,0,1,,15
75,15,1080,0,0,1,,15
68,36,1140,0,0,1,,15
35,76,1151,0,0,1,,15
33,57,1170,0,0,1,,15
2,77,1452,12,0,1,,15
77,15,1474,12,0,1,,15
61,18,2480,0,0,1,,15
72,78,2650,13,0,1,,15
19,48,2660,0,0,1,,15
48,12,2861,0,0,1,,15
79,12,2880,14,0,1,,15
45,46,3525,0,0,1,,15
26,51,3555,0,0,1,,15
76,12,3615,0,0,1,,15
80,18,3694,0,0,1,,15
16,18,3795,0,0,1,,15
18,12,3975,0,0,1,,15
57,15,4050,11,0,1,,15
53,51,4140,0,0,1,,15
81,63,4320,15,0,1,,15
36,63,4855,9,0,1,,15
46,51,5445,0,0,1,,15
12,15,5610,0,0,1,,15
51,15,8240,16,0,1,,15
,,,,,,,
82,29,30,17,1,0,0,83
8,84,45,17,1,0,1,83
85,29,45,17,1,0,1,83
17,34,45,17,1,0,2,83
84,29,46,17,1,0,1,83
11,34,49,17,1,0,3,83
86,87,70,17,1,0,1,83
88,89,80,17,1,0,1,83
9,18,80,17,1,0,3,83
90,91,82,4,1,0,1,83
92,93,85,17,1,0,1,83
94,91,86,4,1,0,1,83
95,96,87,17,1,0,4,83
87,15,90,17,1,0,1,83
97,34,90,17,1,0,1,83
98,91,95,4,1,0,1,83
96,34,100,17,1,0,5,83
34,96,100,17,1,0,5,83
99,18,100,17,1,0,5,83
91,100,135,17,1,0,1,83
101,15,140,17,1,0,1,83
102,29,150,17,1,0,0,83
102,0,150,17,1,0,0,83
29,18,150,17,1,0,0,83
0,18,150,17,1,0,0,83
103,26,180,18,1,0,6,83
104,105,740,17,1,0,7,83
79,18,755,17,1,0,8,83
106,59,835,19,1,0,9,83
28,107,840,17,1,0,10,83
107,108,880,17,1,0,11,83
109,57,927,17,1,0,12,83
44,43,935,17,1,0,0,83
110,32,937,17,1,0,13,83
111,93,945,19,1,0,0,83
40,93,945,17,1,0,0,83
